BXP,,11:50,Y505,,220702-05
QHX,45,29
JQX,54,2
TLX,43,6
BCT,71,12
ZJD,165,3,,1
SPT,77,8
SBT,169,32
SYT,8,13
SXT,15,2
DGT,20,2
张台子,8,2
LYT,10,2
AST,18,3
HCT,28,2
DQT,31,2
XYT,37,2
WDT,48,3
JZT,53,3
DLT,34
TYV,,19:22,2095,,220620-30
YCV,21,4
TGV,26,2
QXV,17,2
PYV,15,5
JXV,21,4
LSV,26,2
HZV,41,2
HDV,40,2
LFV,21,6
HMV,48,4,,1,220621-0701
XJV,15,2
JVV,17,2
HJV,22,2
HCY,45,13
XAY,206
XAY,,19:00,2096,,!220701
WZY,108,3
HTY,43,2
HCY,36,10
HJV,60,3
JVV,24,3
XJV,18,3,,1,!220702
HMV,20,5
LFV,48,10
JXV,116,6
PYV,21,6
TGV,31,2
YCV,27,4
TYV,26
QTP,,16:28,2602,,w671&220625-0711
CLP,49,25
UXP,27,18
TSP,92,3
LTP,28,2
TJP,74,25
FTP,79,37,,1,w712&220626-0712
ZMP,193,34
YOV,108,2
DTV,53
DTV,,21:58,2604,,w567
YOV,43,2
CGV,67,2
ZMP,37,6,,1,w671
XHP,21,2
FTP,162,49
LFP,46,32
TJP,65,9
TGP,36,9
UXP,137,3
CLP,27,2
BEP,20,3
QTP,18
DLT,,07:27,2623
DFT,17,10
JZT,12,3
PLT,33,2
WDT,21,3
XYT,51,3
GXT,21,2
DQT,28,4
HCT,24,3
AST,27,3
LYT,20,3
SXT,38,4
SYT,18,15
SBT,7,9
TLT,43,2
CTT,45,2
SPT,38,10
GDT,18,2
GLT,18,2
CCT,43,8
DHT,47,2
FYT,41,2
SCB,36,2
HBB,41,32
ADX,76,7
ZTX,206,7,,1
YKX,201,7
DYX,17,4
HRX,61,12
完工,41,2
ZXX,67,5
MLX,25
MLX,,21:40,2624
ZXX,23,4
HRX,101,9
YKX,68,6,,1
ZTX,198,7
LJX,65,2
FRX,33,3
YUX,50,2
TKX,15,4
DZX,34,3
ADX,22,3
HBB,80,10
SCB,40,3
FYT,72,2
DHT,39,2
CCT,57,15
GLT,38,2
SPT,39,2
CTT,33,2
TLT,55,2
SYT,54,8
SXT,15,2
LYT,32,2
AST,18,3
HCT,26,2
DQT,30,2
GXT,20,2
XYT,21,2
WDT,48,2
JZT,53,2
DLT,34
HHC,,16:09,2635
CSC,33,2
BDC,60,4
BTC,17,15
WQC,64,2
WYC,35,2
LHC,39,8
BAC,37,2
WVC,56,4
WXC,26,6
HMJ,21,8
QQJ,33,5,,1
YIJ,42,8
QTJ,56,2
VNJ,40,5
ZWJ,42,12
JTJ,124,2
BXJ,86,3
LZJ,104,20
LAJ,12
LAJ,,11:06,2636
LZJ,12,10
BXJ,128,3
JTJ,85,4
ZWJ,120,13
VNJ,37,4
QTJ,71,3
YIJ,72,12
QQJ,36,8
HMJ,52,17
WXC,20,13
WVC,23,8
LHC,93,6,,1
BTC,173,8
BDC,15,4
HHC,93
HNB,,11:29,4017,,220620
长发屯,67,7
JMB,19
HNB,,11:29,4017,,220621-29
长发屯,67,7
JMB,19,28
LHB,13,3
XHB,27,3
HGB,71
HNB,,11:29,4017,,220630-0711
长发屯,67,7
JMB,19
JMB,,19:28,4018,,220620
MGB,55,10
HNB,22
HGB,,17:15,4018,,220621-29
XHB,54,15
LHB,28,3
JMB,13,20
MGB,55,10
HNB,22
JMB,,19:28,4018,,220630-0711
MGB,55,10
HNB,22
WCB,,07:17,4031
AJB,16,2
BYB,14,5
LAB,11,2
NJB,17,2
ZOB,14,6
PFB,15,5
SUB,26,11
VBB,13
VBB,,17:20,4032
SUB,15,3
PFB,32,3
ZOB,14,3
NJB,13,3
LAB,17,3
BYB,12,2
AJB,16,3
WCB,19
QHX,,08:10,4045
FTX,13,2
THX,10,2
ZHX,14,2
FYX,12,5
青水山,26,2
TIX,10,6
LHX,13,2
八方,27,2
NHX,11,5
恒地营,14,2
LAX,11,2
YLX,21,6
SSX,10,9
弯道,10,3
新高峰,24,3
NGX,21,10
哈达阳,19,13
哈力图,11,9
VIX,19,11
达拉滨,31,2
大杨树东,13,2
DUX,8,5
春亭阁,10,2
乌鲁布铁,18,9
朝阳村,16,6
讷尔克气,17,3
白桦排,14,2
JGX,38
JGX,,05:19,4046,,220621-0711
讷尔克气,49,8
DUX,136,16
VIX,123,25
哈力图,20,11
哈达阳,12,17
NGX,17,7
SSX,86,9
恒地营,46,2
NHX,13,35
LEX,32,9
LHX,25,2
TIX,12,2
青水山,9,2
RDX,11,2
FYX,33,5
QHX,45
MDB,,13:38,4051
HIB,15,2
CHB,15,2
五林,8,14:20
ZUB,17,3
BNB,28,3
CSB,13,2
XDB,12,3
LKB,19,7
KAB,32,2
XMB,9,2
MAB,7,2
DDB,61,2
JXB,17
JXB,,06:35,4052
DDB,15,2
MAB,60,6
XMB,8,2
KAB,9,2
LKB,32,8
XDB,19,2
CSB,12,3
BNB,14,2
ZUB,28,2
五林,9,10:30
CHB,16,3
HIB,14,2
MDB,20
VBB,,06:19,4053
HUB,36,2
OJB,14,2
KJB,12,2
SRB,12,2
BKB,11,3
XZB,12,2
WFB,13,2
SHB,16
SHB,,15:22,4054
XZB,22,3
BKB,12,3
KJB,26,3
OJB,12,3
HUB,15,5
VBB,41
CAX,,20:15,4062
赫尔洪得,21,2
完工,21,2
乌固诺尔,22,2
HRX,30
QHX,,16:30,4081
高头,9,2
THX,19,2
FYX,28,5
FHX,28,2
YAX,27,8
KSB,44,8
KOB,27,6
BAB,23
BAB,,05:32,4082
KOB,23,4
KSB,31,6
古城,14,2
YAX,27,7
FHX,27,2
FYX,28,5
THX,22,2
FTX,12,2
高头,9,2
QHX,11
TLX,,15:05,4085
PYX,20,2
JQX,19,3
DXX,13,2
TCX,12,2
SFX,16,5
YSX,16,2
QHX,18
QHX,,10:18,4086
SFX,28,3
TCX,13,6
DXX,11,2
JQX,13,2
PYX,21,2
TLX,24
SFX,,08:51,4095
YSX,15,2
QHX,18
JMB,,07:05,4135
TEB,48,2
FZB,14,2
BSB,13,6
FTB,13,3
VHB,40,2
EYB,15,2
FIB,60,2
JIB,52,2
VTB,30,2
QEB,20
QEB,,13:01,4136
VTB,17,2
JIB,27,2
FIB,49,2
EYB,56,2
VHB,15,2
FTB,49,3
BSB,12,2
TEB,21,6
JMB,50
JGX,,12:38,4167
AHX,50,7
JWX,60,4
GAX,16,4
KHX,58,4
KQX,50,34
YEX,54,33
GEX,45,5
DRX,67,3
MRX,64
MRX,,09:25,4168
DRX,61,5
GEX,76,8
YEX,53,37
KQX,61,10
KHX,54,36
GAX,59,7
JWX,16,4
AHX,59,6
JGX,49
MDB,,07:08,4171
CHB,25,3
五林,14,07:50
ZUB,12,2
BNB,30,2
CSB,13,2
XDB,12,2
LKB,19,6
GZB,11,2
亚河,22,8
BLB,90,10
阎家,37,12:30
HNB,58,6
MGB,22,2
申家店,22,2
长发屯,20,2
JMB,19,65
LHB,13,12
XHB,38,4
HGB,55,5
BQB,36,3
HMB,15
HMB,,07:40,4172
BQB,16,3
HGB,37,5
LHB,64,8
JMB,16,29
长发屯,20,2
申家店,19,2
HNB,54,5
BLB,73,30
QTB,70,45
GZB,185,2
LKB,12,8
XDB,19,2
CSB,12,2
BNB,13,2
ZUB,28,2
五林,5,20:50
CHB,20,2
MDB,29
MHX,,09:43,4182
ASX,59,5
JHX,66,5
金林,12,12:10
GEX,95,6
YEX,69,20
TEX,25,5
XZX,10,16:00
KDX,77,5
原林,25,3
岩山,25,3
WHX,27,7
煤田,14,2
牧原,17,2
YKX,48,7
HRX,68
HRX,,08:46,4184
DYX,49,2
YKX,18,5
牧原,45,5
煤田,16,4
WHX,13,9
岩山,27,11
原林,30,5
KDX,24,11
XZX,40,14:00
YEX,157,15
GEX,51,6
金林,11,18:00
JHX,102,5
ASX,69,4
MHX,59
QHX,,09:05,4187
YSX,16,2
FRX,21,2
虎尔虎拉,9,2
LJX,26,2
NZX,25,2
CJX,22,2
ZTX,30,3
HAX,26,2
BLX,28,2
喇嘛山,11,2
雅鲁,22,2
沟口,19,2
BKX,14,7
WRX,63,2
MDX,32,2
YKX,27,5
DYX,17,2
扎罗木得,10,2
哈克,30,2
HRX,33,8
完工,50,2
CAX,44,2
ZXX,32,3
MLX,25
MLX,,05:22,4188
ZXX,23,3
CAX,30,2
完工,45,2
HRX,54,10
哈克,23,2
扎罗木得,23,3
DYX,10,3
YKX,18,13
MDX,25,3
BKX,82,9
沟口,13,2
HAX,65,3
ZTX,29,5
CJX,24,2
NZX,21,4
LJX,26,4
虎尔虎拉,25,2
FRX,16,2
AAX,14,2
QHX,25
HRX,,09:37,4191,,220701-11
CAX,88,5
ZXX,28,4
MLX,26
MLX,,09:00,4192,,!220622-0703
ZXX,25,4
CAX,39,3
HRX,96
YKT,,05:12,4229
DQT,30,18
HCT,24,3
AST,26,3
LYT,23,2
DGT,21,2
SXT,28,2
SYT,18
SYT,,16:50,4230
SXT,15,3
DGT,25,2
LYT,20,3
AST,22,3
HCT,26,3
DQT,32,18
YKT,30
THL,,06:29,4245
HJL,65,5
SZL,20,2
SSL,76,4
XRL,32,2
SJL,37,5
QYL,28,2
LUL,38,2
CUL,31
CUL,,10:40,4246
LUL,32,2
QYL,50,2
SJL,29,5
XRL,38,2
SSL,36,4
SZL,75,2
HJL,21,5
THL,65
YBD,,07:53,4255
LDD,35,3
LYD,8,7
SRD,40,3
DRD,66,8
JYD,71,2
JFD,48,3
NQD,30,2
LSD,154,2
JZD,50
JZD,,06:53,4256
LSD,43,2
NQD,146,2
JFD,37,2
JYD,50,25
DRD,68,2
SRD,58,2
LYD,42,3
LDD,7,3
YBD,35
THL,,07:30,4318
TXL,19,2
WET,57,6
GST,80,3
SCT,52,7
DVT,15,2
FHT,36,23
DUT,54
DUT,,14:50,4320
FHT,59,23
DVT,36,2
SCT,15,4
GST,52,3
WET,78,4
TXL,56,2
THL,19
SYT,,06:20,4325,,w12345
SXT,16,2
CXT,19,2
YQT,9,2
SQT,13,2
BXT,27,8
QAT,15,2
NFT,12,2
XAT,14,2
LGT,10,2
QBT,11,2
CKT,14,2
TYT,13,2
LVT,15,2
FHT,37
FHT,,13:45,4326,,w12345
LVT,33,2
TYT,15,2
CKT,13,2
QBT,13,2
LGT,11,2
XAT,9,2
NFT,13,3
BXT,26,8
SQT,22,2
YQT,12,2
CXT,9,2
SXT,19,5
SYT,24
YBD,,07:11,4327
SED,40,2
TND,15,3
RLD,13,2
XZD,11,7
NLD,12,7
PZD,21,3
YUD,31,3
CFD,34,38
XYD,80,2
OUD,13,2
YED,43,2
OYD,27,2
EPD,11,2
NMD,36,12
VXD,64,8
DMD,14,2
GXD,10,2
ZAD,12,2
RVD,11,2
YLD,25,22
TLD,25
CFD,,17:17,4328
YUD,32,3
PZD,32,3
NLD,20,8
XZD,13,2
RLD,12,2
TND,14,3
SED,15,2
YBD,33
TLD,,08:09,4330
YLD,27,2
RVD,30,2
ZAD,11,2
GXD,12,6
DMD,11,9
VXD,15,11
NMD,85,2
EPD,35,2
OYD,11,2
YED,23,2
OUD,34,2
XYD,14,2
CFD,77
JLL,,06:31,4343
TGL,45,2
JHL,72,3
BAL,28,2
HDL,22,2
HHL,37,2
DHL,46,8
DSL,30,2
ATL,63,3
YJL,73
YJL,,07:43,4344
ATL,72,3
DSL,64,2
DHL,38,14
HHL,45,3
HDL,37,2
BAL,22,2
JHL,27,3
TGL,69,2
JLL,43
THL,,07:38,4347
TCL,31,2
GSL,18,2
HBL,50,2
YAL,23,2
JAL,21
JAL,,10:52,4348
YAL,20,2
HBL,24,2
GSL,49,2
TCL,18,2
THL,31
THL,,08:10,4349
HJL,65,8
LQL,86
LQL,,11:29,4350
HJL,90,8
THL,65
SPT,,06:11,4355
BMD,28,2
SKD,31,3
JBD,14,3
ZJD,17,6
DLD,53,2
TLD,49
TLD,,16:25,4357
DLD,42,3
ZJD,61,4
JBD,14,3
SKD,11,3
BMD,34,3
SPT,32
KLD,,19:00,4368
DSD,34,2
GQD,21,23
TLD,58
TLD,,06:45,4370,,220701-11
GQD,50,23
DSD,21,2
KLD,34
KLD,,09:20,4372,,220701-11
DSD,34,3
GQD,21,30
TLD,58
TLD,,16:12,4374
GQD,50,34
DSD,21,2
KLD,34
VBP,,09:36,4471
GVP,9,2
BVP,39,16
FGP,11,14
HBP,9,28
HVP,22,2
GKP,88,2
USP,5,17
NMP,15,18
猴山,9,14
HHP,9,1
WHP,11,1
RDP,10,2
UPP,21,2
ZUP,22,2
VGP,13,2
UNP,7,2
LDP,10,2
BQP,9,2
CYP,12,2
闹海营,10,5
UHP,8,24
CDP,85
CDP,,06:45,4473
UHP,82,22
CYP,14,1
BQP,11,1
LDP,9,1
UNP,9,1
VGP,7,1
ZUP,13,1
ASP,10,1
UPP,14,2
RDP,19,1
WHP,10,1
HHP,11,1
猴山,8,24
NMP,9,2
USP,12,2
GKP,5,2
HVP,67,2
HBP,22,9
FGP,7,3
BVP,12,2
GVP,39,2
VBP,10
TYV,,07:09,4611
TNV,11,2
YCV,21,5
TGV,37,20
QXV,19,28
PYV,16,6
ZLV,11,3
JXV,18
JXV,,15:32,4612
ZLV,14,2
PYV,10,4
QXV,15,2
TGV,19,3
YCV,38,4
TNV,22,5
TYV,11
TYV,,07:50,4621,,220620-0710
FEV,21,2
GJV,48,3
ZDV,13,2
USV,20,3
UXV,34,3
BCV,48,3
EBV,40
EBV,,16:40,4623
BCV,40,3
UXV,48,3
USV,43,4
ZDV,20,4
GJV,13,4
FEV,50,3
TYV,24
LFV,,09:42,4627
HMV,48,6
DNV,25,2
WXV,12,6
YNV,37
YNV,,10:45,4628
WXV,34,3
HMV,38,5
XFV,29,2
LFV,22
XXV,,08:05,4635
PSV,24,2
GCV,17,2
YQV,15,3
TYV,57
TYV,,17:05,4636
YQV,50,12
GCV,13,2
PSV,18,2
XXV,23
TYV,,13:27,4643
JNV,51,2
WEV,12,2
FAV,13,2
LHV,67,5
LKV,19
LKV,,17:25,4644
LHV,19,4
FAV,62,2
WEV,15,15
JNV,15,13
TNV,44
HHC,,21:59,4652,,w15
JAC,106,16,,1,w26
BYC,49,4
乌兰哈达,17,2
TRC,25,4
ZRC,58,2
SHC,48,14
齐哈日格图,47,3
RLC,52
RLC,,13:45,4654,,w26
齐哈日格图,44,4
SHC,55,6
ZRC,36,3
TRC,89,3
BYC,38,4
JAC,59,20
HHC,97
NFF,,09:46,4706
NAF,55,3
LAF,42,19
ROF,67,5
LYF,125
LYF,,11:02,4708
ROF,99,3
NFF,126
HOY,,19:00,4901
MVY,29,2
LYY,143
LYY,,08:20,4903
HOY,179
ZFK,,07:50,5005
ZNK,29,3
COK,35,3
LVK,37
LVK,,10:16,5006
COK,36,4
ZNK,35,4
ZFK,29
ZFK,,12:53,5007
ZNK,29,3
COK,35,2
LVK,36,6
KZK,68
KZK,,16:58,5008
LVK,73,6
COK,37,3
ZNK,35,3
ZFK,29
YAK,,09:08,5018
TCK,42,5
HYK,16,2
LYK,25,2
LXK,18,3
LCK,40,6
ZQK,66,3
JKK,54,11
YUK,9,3
YNK,15,16
LVK,45,6
FXK,30,5
PIK,28,3
QFK,42,3
YZK,33,17
JIK,25,4
JUK,17,3
JYK,17,3
HIK,43,5
CXK,35
CXK,,20:23,5020
DQK,17,2
HIK,17,6
JYK,38,3
JUK,17,3
JIK,17,6
YZK,29,6
OSK,75,4,,1
LVK,77,6
LYK,293,4
TCK,40,4
YAK,56
QHK,,07:50,5026
LCK,28,6
ZQK,98,2
WLK,33,3
JKK,54,7
YUK,9,2
YNK,15,2
LVK,104,6
FXK,29,4
PIK,26,3
OSK,27,3
QFK,20,4
YZK,32,21
JIK,23,4
JUK,17,4
JYK,19,3
HIK,43,23
CXK,36
CXK,,21:43,5028
HIK,31,8
JYK,39,4
JUK,17,11
JIK,20,5
YZK,31,36,,1
LVK,111,8
LCK,213,3
QHK,29
ZFK,,20:53,5036
TXK,23,2
ZIK,29,2
YZK,15,35
QFK,37,18
LVK,112,6,,1
HYK,312,7
YAK,81
QDK,,20:23,5038
LCK,40,8
LVK,298,9,,1
YZK,164,40
ZIK,17,12
TXK,26,3
ZFK,22
YAK,,17:28,5046
LYK,85,4
LXK,18,4
LCK,50,7
LVK,268,6,,1
YZK,140,47
JIK,27,9
HIK,87
HIK,,06:51,5048
JIK,66,2
YZK,29,7
QFK,26,4
OSK,45,5
PIK,26,6
LVK,58,7
YNK,57,3
YUK,15,3
JKK,9,3
WLK,94,4
ZQK,34,3
LCK,94,6
QHK,35,13
QDK,21
NNZ,,15:27,5511
FSZ,60,5
QJZ,55,2
LVZ,15,2
CZZ,17,5
TIZ,43,2
NMZ,34,3
PXZ,58
PXZ,,10:10,5512
NMZ,52,3
TIZ,34,2
CZZ,43,8
LVZ,16,3
QJZ,16,3
FSZ,48,5
NNZ,63
NNZ,,07:53,5517
FSZ,60,18
CZZ,67,5
NMZ,70,5
PXZ,48
PXZ,,14:05,5518
NMZ,47,4
CZZ,61,5
FSZ,69,5
NNZ,61
NNZ,,08:46,5531,,220624
FSZ,68,4
CZZ,67
CZZ,,12:00,5532,,220624
FSZ,69,4
NNZ,68
ZJZ,,06:25,5534
LJZ,42,3
WNZ,36,4
LKZ,33,9
YLZ,29,8
GGZ,61,4
UBZ,83,4
LZZ,51,8
YSZ,72,5
JJZ,52
NDZ,,11:35,5536,,220620-21
JJZ,50,8
YSZ,49,6
LZZ,75,10
UBZ,52,5
GGZ,86,4
SNZ,41,3
YLZ,29,16
LKZ,28,4
WNZ,30,5
HCZ,28,4
LJZ,10,5
ZJZ,46
NDZ,,11:35,5536,,220622-0711
JJZ,50,8
YSZ,49,6
LZZ,75,10
UBZ,52,5
GGZ,86,4
SNZ,41,3
YLZ,29,16
LKZ,28,4
WNZ,30,5
HCZ,28,4
LJZ,10,5
ZJZ,46
ZJZ,,08:48,5538
SXZ,24,3
LJZ,20,4
WNZ,34,3
LKZ,31,4
YLZ,31,11
SNZ,25,4
GGZ,39,4
UBZ,94,4
LZZ,58,14
YSZ,107,7
JJZ,51,10
NDZ,59
NDZ,,08:00,5540
JJZ,49,11
YSZ,56,5
LZZ,105,13
UBZ,58,5
GGZ,99,4
SNZ,41,4
YLZ,29,11
LKZ,28,4
WNZ,30,4
HCZ,28,4
LJZ,10,4
SXZ,22,4
ZJZ,28
CUW,,10:15,5609
洛碛,33,4
EFW,9,4
FLW,46,4
白涛,17,4
WLW,43,4
中嘴,9,3
高谷,19,3
PHW,15,14
保家楼,11,7
郁山,12,5
QNW,38,5
鱼泉,25,6
泔溪,21,5
AFW,26,4
龙池,20,4
ETW,16
ETW,,10:00,5610
龙池,16,3
AFW,19,3
泔溪,23,2
鱼泉,20,3
QNW,37,4
核桃园,12,2
郁山,29,3
PHW,22,2
中嘴,33,2
WLW,8,6
白马,29,3
白涛,25,3
FLW,17,3
EFW,67,5
洛碛,10,2
CUW,55
NJW,,10:33,5611
椑木镇,16,3
双凤驿,11,2
迎祥街,11,2
LCW,10,4
李市镇,23,3
安富镇,8,2
广顺场,8,3
荣昌,8,4
峰高铺,11,6
大足,10,4
长河碥,10,6
双石桥,11,6
永川,12,19
临江场,18,5
柏林,9,9
茨坝,9,3
朱杨溪,15,4
平等,13,5
白沙,14,7
金刚沱,11,4
油溪,11,3
古家沱,14,3
江津,13,9
黄磏,17,3
铜罐驿,13,16
CRW,56
CRW,,10:20,5612
铜罐驿,41,9
黄磏,12,2
江津,16,2
古家沱,12,2
油溪,11,2
金刚沱,11,2
白沙,11,2
平等,14,2
朱杨溪,13,2
茨坝,15,2
柏林,9,3
临江场,9,2
永川,18,14
双石桥,12,3
长河碥,11,6
大足,10,4
峰高铺,10,6
荣昌,11,6
广顺场,8,3
安富镇,8,3
李市镇,8,4
LCW,19,4
迎祥街,10,4
双凤驿,11,3
椑木镇,10,6
NJW,16
EMW,,09:10,5619
沙湾,39,3
轸溪,18,3
刘沟,12,3
代湾,14,3
杨漩,12,3
共和,14,2
EBW,11,3
柏村,17,39
金口河,16,11
关村坝,13,2
WHW,29,4
尼日,13,4
苏雄,14,5
凉红,14,12
埃岱,11,2
VOW,12,14
南尔岗,13,9
阿寨,13,19
白果,19,13
白石岩,15,8
YHW,14,4
铁西,12,3
