410000Y502E0,QLY,XAY,Y502,5,0,240131
410000Y502F0,QLY,XAY,Y502,5,0,240201
410000Y502G0,QLY,XAY,Y502,5,0,240202
410000Y502H0,QLY,XAY,Y502,5,0,240203
410000Y502I0,QLY,XAY,Y502,5,0,240204
410000Y502J0,QLY,XAY,Y502,5,0,240206
410000Y502K0,QLY,XAY,Y502,5,0,240207
410000Y502L0,QLY,XAY,Y502,5,0,240208
410000Y502M0,QLY,XAY,Y502,5,0,240223
410000Y502N0,QLY,XAY,Y502,5,0,240224
410000Y502O0,QLY,XAY,Y502,5,0,240225
410000Y51120,XAY,YOY,Y511,5,0,240121
410000Y51220,YOY,XAY,Y512,5,0,240121
030000Y52310,HRB,FYB,Y523,11,0,240121
030000Y52320,HRB,FYB,Y523,11,0,240131
030000Y52330,HRB,FYB,Y523,11,0,240212
030000Y52350,MDB,FYB,Y523,10,0,240221
030000Y52340,HRB,FYB,Y523,11,0,240221
020000Y52430,FYB,YCB,Y524,9,0,240122
020000Y52440,FYB,YCB,Y524,9,0,240201
020000Y52450,FYB,YCB,Y524,9,0,240213
020000Y52460,FYB,YCB,Y524,9,0,240222
010000Y52730,HBB,YBB,Y527,2,0,240120
010000Y52740,HBB,YBB,Y527,2,0,240130
010000Y52750,HBB,YBB,Y527,2,0,240211
010000Y52770,HBB,MDB,Y527,3,0,240220
010000Y52760,HBB,YBB,Y527,2,0,240220
020000Y53010,YCB,TXX,Y530,10,0,240124
020000Y53020,YCB,TXX,Y530,10,0,240203
020000Y53030,YCB,TXX,Y530,10,0,240215
020000Y53040,YCB,TXX,Y530,10,0,240224
410000Y53120,XAY,YOY,Y531,5,0,240128
040000Y53220,TXX,HBB,Y532,7,0,240126
040000Y53230,TXX,HBB,Y532,6,0,240205
040000Y53240,TXX,HBB,Y532,6,0,240217
040000Y53250,TXX,HBB,Y532,6,0,240226
410000Y53300,YOY,XAY,Y532,5,0,240128
120000Y53500,SBT,MHL,Y535,3,0,240112
120000Y53510,SBT,MHL,Y535,3,0,240116
120000Y53520,SBT,MHL,Y535,3,0,240119
010000Y53500,VBB,DZX,Y535,2,0,240120
120000Y53530,SBT,MHL,Y535,3,0,240123
120000Y53540,SBT,MHL,Y535,3,0,240126
120000Y53560,SBT,MHL,Y535,3,0,240214
120000Y53570,SBT,MHL,Y535,3,0,240218
120000Y53580,SBT,MHL,Y535,3,0,240221
120000Y53590,SBT,MHL,Y535,3,0,240224
120000Y535A0,SBT,MHL,Y535,3,0,240227
190000Y53600,MHL,SBT,Y536,3,0,240114
190000Y53610,MHL,SBT,Y536,3,0,240118
190000Y53620,MHL,SBT,Y536,3,0,240121
190000Y53630,MHL,SBT,Y536,3,0,240125
040000Y53600,DZX,VBB,Y536,2,0,240127
190000Y53640,MHL,SBT,Y536,3,0,240128
190000Y53650,MHL,SBT,Y536,3,0,240216
190000Y53660,MHL,SBT,Y536,3,0,240220
190000Y53670,MHL,SBT,Y536,3,0,240223
190000Y53680,MHL,SBT,Y536,3,0,240226
190000Y53690,MHL,SBT,Y536,3,0,240229
430000Y54100,ZEY,XAY,Y541,2,0,240127
410000Y54210,XAY,ZEY,Y542,2,0,240127
410000Y55100,XAY,QLY,Y551,5,0,240212
410000Y55200,QLY,XAY,Y552,5,0,240212
120000Y59100,SBT,SHL,Y591,7,0,240112
110000Y59220,CJT,SBT,Y592,6,0,240115
180000Y596K0,SHL,CJT,Y593,4,0,240115
850000Y667C0,LZJ,DHJ,Y667,4
8b0000Y66911,DHJ,LZJ,Y669,5,,!240311
010000Y67210,HTB,MVX,Y672,2,0,240119-20
010000Y67220,HTB,MVX,Y672,2,0,240127-28
010000Y67230,HTB,MVX,Y672,2,0,240204-05
010000Y67240,HTB,MVX,Y672,2,0,240212-13
050000Y68020,GEX,MVX,Y680,2,0,240117-18
050000Y68030,GEX,MVX,Y680,2,0,240125-26
050000Y68040,GEX,MVX,Y680,2,0,240202-03
050000Y68050,GEX,MVX,Y680,2,0,240210-11
040000Y68220,MVX,HTB,Y682,2,0,240118-19
040000Y68230,MVX,HTB,Y682,2,0,240126-27
040000Y68240,MVX,HTB,Y682,2,0,240203-04
040000Y68250,MVX,HTB,Y682,2,0,240211-12
040000Y68450,MVX,GEX,Y684,3,0,240121-23
040000Y68460,MVX,GEX,Y684,3,0,240129-30
040000Y68470,MVX,GEX,Y684,3,0,240206-07
040000Y68480,MVX,GEX,Y684,3,0,240214-15
050000Y68600,GEX,HRX,Y686,2,0,240123
050000Y68610,GEX,HRX,Y686,2,0,240131
050000Y68620,GEX,HRX,Y686,2,0,240208
050000Y68630,GEX,HRX,Y686,2,0,240216
050000Y68800,HRX,GEX,Y688,2,0,240116
050000Y68810,HRX,GEX,Y688,2,0,240124
050000Y68820,HRX,GEX,Y688,2,0,240201
050000Y68830,HRX,GEX,Y688,2,0,240209
800000Y75202,KMM,LHM,Y752,2
8c0000Y75406,LHM,KMM,Y754,2
800000Y7560B,KMM,LHM,Y756,2,,b0010&240131-0216
800000Y7560C,KMM,LHM,Y756,2,,b1000&240202-18
800000Y7560D,KMM,LHM,Y756,2,,双&240205-11
800000Y7560E,KMM,LHM,Y756,2,,b0100&240213-25
800000Y7560G,KMM,LHM,Y756,2,,b0010&240220-28
800000Y7560F,KMM,LHM,Y756,2,,240222
8c0000Y75802,LHM,KMM,Y758,2,,b0001&240203-19
8c0000Y7580B,LHM,KMM,Y758,2,,b0100&240205-21
8c0000Y7580C,LHM,KMM,Y758,2,,单&240208-14
8c0000Y7580F,LHM,KMM,Y758,2,,b0010&240216-28
8c0000Y7580D,LHM,KMM,Y758,2,,240223|27
8c0000Y7580E,LHM,KMM,Y758,2,,240225
8c0000Y76107,DKM,LHM,Y761,3
8c0000Y76208,LHM,DKM,Y762,3
800000Y76610,KMM,ENM,Y766,5,0,240110
840000Y76810,ENM,KMM,Y768,4,0,240114
840000Y77201,ENM,LHM,Y772,4,,b1000&240202-18
840000Y7720A,ENM,LHM,Y772,4,,b0010&240204-20
840000Y7720B,ENM,LHM,Y772,4,,双&240207-13
840000Y7720E,ENM,LHM,Y772,4,,b0001&240215-27
840000Y7720C,ENM,LHM,Y772,4,,b1000&240222-0301
840000Y7720D,ENM,LHM,Y772,4,,240224
8c0000Y7740A,LHM,ENM,Y774,4,,b0100&240201-17
8c0000Y7740B,LHM,ENM,Y774,4,,b0001&240203-19
8c0000Y7740C,LHM,ENM,Y774,4,,单&240206-12
8c0000Y7740F,LHM,ENM,Y774,4,,b1000&240214-26
8c0000Y7740D,LHM,ENM,Y774,4,,b0100&240221-29
8c0000Y7740E,LHM,ENM,Y774,4,,240223
010000Y78300,VBB,MVX,Y783,2,0,240111
010000Y78310,VBB,MVX,Y783,2,0,240121
040000Y78410,MVX,HTB,Y784,10,0,240112
040000Y78400,MVX,VBB,Y784,3,0,240113
040000Y78420,MVX,HTB,Y784,10,0,240115
040000Y78430,MVX,HTB,Y784,10,0,240119
040000Y78440,MVX,VBB,Y784,3,0,240123
040000Y78450,MVX,HTB,Y784,8,0,240130
040000Y78460,MVX,HTB,Y784,10,0,240216
010000Y78510,HBB,DJB,Y785,7,0,240110
010000Y78520,HBB,DJB,Y785,7,0,240114
010000Y78530,HBB,DJB,Y785,5,0,240125
010000Y78540,HBB,DJB,Y785,5,0,240211
030000Y78600,YBB,MVX,Y786,11,0,240110
030000Y78610,YBB,MVX,Y786,11,0,240113
030000Y78620,YBB,MVX,Y786,11,0,240117
030000Y78630,YBB,MVX,Y786,10,0,240128
030000Y78640,YBB,MVX,Y786,9,0,240214
930000Y96502,WAR,FYR,Y965,5,,240110-17
910000Y96702,FYR,WAR,Y966,5,,240110-18
880000Y9710C,XNO,LSO,Y971,4,,240309-10
880000Y9720C,LSO,XNO,Y972,4,,240309-12
760000Y99500,CMW,XCE,Y995,2,0,240115
760000Y99510,CMW,XCE,Y995,2,0,240119
760000Y99520,CMW,XCE,Y995,2,0,240211
760000Y99600,XCE,GYW,Y996,2,0,240116
760000Y99610,XCE,GYW,Y996,2,0,240120
760000Y99620,XCE,CMW,Y996,2,0,240214
760000Y99700,GYW,CMW,Y997,2,0,240116
760000Y99710,GYW,CMW,Y997,2,0,240120
24000014612C,BJP,SHH,1461,20
550000146203,SHH,BJP,1462,20
27000015511U,TYV,UKH,1554,18
480000155202,UKH,TYV,1552,25
330000263525,HHC,LZJ,2635,14
8500002636A1,LZJ,HHC,2636,13
570000361310,VAG,DMQ,3613,4,0,240215-18
020000401601,JMB,HNB,4016,4
020000401707,HNB,JMB,4017,5
02000040180A,JMB,HNB,4018,2
020000401901,HNB,JMB,4019,4
040000404505,QHX,JGX,4045,30
040000404609,JGX,QHX,4046,21
030000405107,MDB,JXB,4051,14
030000405207,JXB,MDB,4052,14
010000405303,VBB,SHB,4053,7
010000405402,SHB,VBB,4054,7
030000406101,DJB,MDB,4061,5
030000406200,MDB,DJB,4062,2
030000406300,DJB,MDB,4063,5
030000406400,MDB,DJB,4064,6
030000406500,DJB,MDB,4065,4
030000406600,MDB,DJB,4066,5
030000406700,DJB,MDB,4067,4
030000406800,MDB,DJB,4068,5
030000406900,DGB,MDB,4069,6
030000407000,MDB,DGB,4070,5
030000407100,DJB,MDB,4071,4
030000407200,MDB,DJB,4072,6
030000407300,DJB,MDB,4073,3
030000407400,MDB,DJB,4074,4
04000040810O,QHX,BAB,4081,9
01000040820E,BAB,QHX,4082,11
04000040850G,TLX,QHX,4085,8
04000040860K,QHX,TLX,4086,7
04000040950X,SFX,QHX,4095,3
05000041680C,MRX,HRX,4169,11
050000417009,HRX,MRX,4170,10
030000417135,MDB,HMB,4171,21
02000041720Q,HMB,MDB,4172,21
05000041820R,MHX,HRX,4183,13
05000041840P,HRX,MHX,4184,16
04000041870T,QHX,MLX,4187,22,,240110-0201
04000041870V,QHX,MLX,4187,15,,240202-0314
050000418815,MLX,QHX,4188,16,,240110-0203
050000418816,MLX,QHX,4188,16,,240204-0314
13000042290P,YKT,SYT,4229,10
12000042300R,SYT,YKT,4230,10
19000042450V,THL,CUL,4245,13
180000424604,CUL,THL,4246,13
19000043180Q,THL,DUT,4318,19
12000043200N,DUT,THL,4317,19
120000432530,SYT,DUT,4325,17
120000432630,DUT,SYT,4326,16
15000043270P,YBD,TLD,4327,38
160000432809,CFD,YBD,4328,11
16000043300L,TLD,CFD,4330,27
19000043470E,THL,JAL,4347,8
19000043480I,JAL,THL,4348,8
19000043490D,THL,LQL,4349,9
19000043500H,LQL,THL,4350,9
110000435508,SPT,TLD,4355,11
160000435708,TLD,SPT,4356,11
1h000043680A,KLD,TLD,4369,5
160000437008,TLD,KLD,4370,5
240000447117,VBP,CDP,4471,23,0
24000044730X,CDP,VBP,4472,23,0
270000460221,TYV,KLV,4602,9,,w67
270000460230,TYV,KLV,4602,9,,w1&240129-0304
280000460411,KLV,TYV,4601,11,,w67
280000460420,KLV,TYV,4601,11,,w1&240129-0304
270000460540,TYV,HMV,4605,7,,w345&240207-08|14-23
270000460660,HMV,TYV,4606,12,,w345&240207-08|14-23
270000461770,TYV,JXV,4617,6,0,240202-05|07-08|15-17|24-25
270000461870,JXV,TYV,4618,7,0,240202-05|07-08|15-17|24-25
27000046211A,TYV,EBV,4621,7
270000462318,EBV,TYV,4622,7
270000462718,LFV,YNV,4627,5
27000046281D,YNV,LFV,4628,5
270000463140,TYV,LFV,4631,10,,240202-08|12-29
270000463240,LFV,TYV,4632,11,,240202-08|12-29
27000046351D,XXV,TYV,4635,4,0
27000046361B,TYV,XXV,4636,5,0
270000464323,TYV,LKV,4643,6
270000464461,LKV,TYV,4644,6
33000046520E,HHC,RLC,4652,9,0,w15
33000046540H,RLC,HHC,4651,8,0,w26
40000047060O,NFF,LYF,4707,6
40000047080D,LYF,NFF,4708,4
430000490103,AKY,LYY,4901,8
410000490304,LYY,AKY,4902,8
470000500504,ZFK,LVK,5005,4
470000500605,LVK,ZFK,5006,4,,!240118
470000500707,ZFK,KZK,5007,5
470000500809,KZK,ZFK,5008,6
47000050360O,ZFK,YAK,5036,6
49000050380M,QHK,ZFK,5038,8
490000504609,YAK,HIK,5046,9
47000050480F,HIK,QHK,5045,16
71000055110C,NNZ,PXZ,5511,4
71000055120C,PXZ,NNZ,5512,4
710000551600,JJZ,ZJZ,5513,10,,240112-14
710000551601,JJZ,ZJZ,5513,10,,240208-11
710000553407,ZJZ,JJZ,5535,10
71000055360A,NDZ,ZJZ,5533,13
71000055380Y,ZJZ,JJZ,5539,12
710000554013,NDZ,ZJZ,5537,14,,240110-0305
760000560100,IEW,CXW,5601,8
7m0000560300,WYW,IEW,5603,6
770000560941,CUW,ETW,5609,17
770000561028,ETW,CUW,5610,15
77000056110W,NJW,CRW,5611,26
770000561210,CRW,NJW,5612,26
76000056190X,EMW,POW,5619,26,0
76000056200X,POW,EMW,5620,25,0
770000562925,CXW,ZYE,5629,22
780000563015,ZYE,CXW,5630,22
760000563340,POW,PNE,5633,26,0
7600005634I0,PNE,POW,5634,26,0
77000056350X,NJW,ZDW,5635,32
77000056360Z,ZDW,NJW,5636,30
770000563800,CXW,WYW,5638,9
78000056390X,YZW,GIW,5639,16
78000056400T,GIW,YZW,5640,16
78000056450W,GIW,ZDW,5645,16
770000564719,ZDW,GIW,5646,17
80000056510H,HEM,KMM,5651,16
80000056520B,KMM,HEM,5652,16
93000058010N,WAR,AKR,5801,6
950000580604,AKR,WAR,5806,6
930000581602,WAR,VTR,5816,15
940000581802,VTR,WAR,5818,15
39000060250D,MCN,JJG,6025,6
57000060260I,JJG,MCN,6026,7
260000604311,HDP,CBF,6043,24,0
38000060440D,CBF,HDP,6044,23,0
270000604528,LFV,HCY,6045,7
41000060460C,HCY,LFV,6046,7
28000060551Q,DTV,BTC,6055,26
33000060560X,BTC,DTV,6056,26
410000606312,BJY,GYW,6063,13
760000606407,GYW,BJY,6064,13
430000606512,AKY,RXW,6065,11
77000060660D,RXW,AKY,6066,8
760000606701,GYW,LZJ,6067,8
850000606801,LZJ,GYW,6068,8
41000060720N,BJY,PIJ,6072,6
870000607405,PIJ,BJY,6071,9
78000060810Q,UMW,WSM,6081,20
800000608323,WSM,UMW,6082,20
040000620100,QHX,BAB,6201,12
010000620201,BAB,QHX,6202,12
010000620390,VBB,LZA,6203,27
010000620400,LZA,VBB,6204,26
010000620750,VBB,JMB,6207,38
020000620801,JMB,VBB,6208,37
010000621210,SHB,VBB,6212,6
02000062150S,HNB,JMB,6215,4
02000062160O,JMB,HNB,6216,5
03000062231L,MDB,DFB,6223,22
03000062242C,DFB,MDB,6224,23
05000062380N,HRX,TVX,6238,11
05000062400O,TVX,HRX,6237,10
040000624533,JGX,GRX,6245,25
040000624632,GRX,JGX,6246,24
04000062590E,QHX,SFX,6260,4
02000062720Z,JMB,WPB,6273,17,,240111-0314
020000627415,WPB,JMB,6274,17
04000062790O,SFX,QHX,6279,2
04000062800O,QHX,SFX,6280,4
03000062860K,MDB,CDB,6286,5
03000062880G,CDB,MDB,6285,5
040000629101,DXX,FRX,6291,5
040000629201,QHX,DXX,6292,4
040000629301,SFX,FRX,6293,3
040000629403,FRX,TCX,6294,4
040000629501,TCX,QHX,6296,4
24000064190Z,TAP,CDP,6419,23,0
24000064200W,CDP,TAP,6420,23,0
26000064230M,HDP,UTP,6423,22
26000064240G,UTP,HDP,6424,22
24000064330Q,EXP,CDP,6433,13,0
24000064340O,CDP,EXP,6434,13,0
24000064350G,CDP,PQP,6435,11,0
24000064360I,PQP,CDP,6436,11,0
24000064370O,BXP,DFP,6437,31
24000064380H,DFP,BXP,6438,31
24000064550F,CDP,PQP,6455,11,0
24000064560E,PQP,CDP,6456,11,0
33000068510J,BDC,WXC,6851,18,0,240110-0211
33000068510K,BDC,WXC,6851,10,,240212-0314
33000068520K,WXC,BDC,6852,18,0,240110-0212
33000068520L,WXC,BDC,6852,10,,240213-0314
33000068530D,BDC,BEC,6853,15,0
33000068540D,BEC,BDC,6854,14,0
33000068560L,HHC,RLC,6856,28
33000068580O,RLC,HHC,6855,28
330000685908,BDC,EEC,6859,5
3d0000686004,EEC,BDC,6860,5
41000070012D,XAY,HCY,7001,11
41000070031C,HCY,XAY,7002,11
4a0000700523,ALY,XAY,7005,11
410000700623,XAY,ALY,7006,12
41000070070T,ONY,XAY,7007,8
41000070080X,XAY,ONY,7008,7
490000705306,ZBK,TAK,7053,17,0,240110-0221|23-0312
490000705307,ZBK,TAK,7053,9,0,240314
470000705407,TAK,ZBK,7054,17,0,240110-0221|23-0312
470000705408,TAK,ZBK,7054,14,0,240314
640000726509,DIQ,HHQ,7265,4
64000072660C,HHQ,LEQ,7266,7
64000072670C,LEQ,DIQ,7267,4
640000726906,HHQ,塘豹,7269,5
640000727005,塘豹,HHQ,7270,5
64000072710A,MKQ,HHQ,7271,6
640000727208,HHQ,MKQ,7272,6
640000727701,HHQ,XLQ,7277,2
640000727801,XLQ,AEQ,7278,11
6a0000727901,AEQ,HHQ,7279,10
80000074522E,KMM,HEM,7452,33
80000074541Q,HEM,KMM,7451,34,,240110-0218
80000074541R,HEM,KMM,7451,7,,240219-0314
80000074650C,AMM,KMM,7465,13
80000074660C,KMM,AMM,7466,13,,240110-25
80000074660D,KMM,AMM,7466,6,,240126-0305
80000074660E,KMM,AMM,7466,6,,240306-14
850000750111,LXJ,LZJ,7501,8
850000750211,LZJ,LXJ,7502,8
890000750301,ZIJ,LXJ,7503,14
850000750421,LXJ,ZIJ,7504,14
850000750511,LZJ,WWJ,7505,13,0
860000750610,WWJ,LZJ,7506,13,0
860000750710,WWJ,JGJ,7507,14,0
860000750810,JGJ,WWJ,7508,14,0
870000750910,GNJ,LZJ,7509,14,0
850000751010,LZJ,GNJ,7510,14,0
870000751121,YIJ,CQJ,7511,32
8i0000751301,CQJ,YIJ,7512,31
850000751500,BXJ,CZJ,7515,7,0
850000751600,CZJ,BXJ,7516,7,0
870000751901,ZWJ,WUJ,7519,10,0
860000752000,WUJ,ZWJ,7520,10,0
860000752111,LWJ,JVJ,7521,4,,240110-26|29|31|0202|05|07|09|12|14|16|19|21|23|26|28|0301|04|06|08|11|13
860000752211,JVJ,LWJ,7522,4,,240110-26|29|31|0202|05|07|09|12|14|16|19|21|23|26|28|0301|04|06|08|11|13
870000752401,YIJ,RQJ,7524,9,0
870000752601,RQJ,YIJ,7523,9,0
860000752901,JGJ,JVJ,7529,3
860000753001,JVJ,JGJ,7530,3
870000753101,YIJ,ZWJ,7531,11,0
870000753201,ZWJ,YIJ,7532,11,0
860000753501,JGJ,DHJ,7535,8
8b0000753701,DHJ,JGJ,7536,8
93000075560N,WAR,VTR,7556,21,,!240312
94000075580H,VTR,WAR,7558,22
860000756601,DPJ,JGJ,7567,5
860000756801,JGJ,DPJ,7568,5
88000075810P,XNO,GRO,7581,13
88000075820I,GRO,XNO,7582,13
88000075830L,XNO,MHO,7583,8,,w7
880000758408,MHO,XNO,7584,9,,w1
880000758530,XNO,鱼卡,7585,4,,240221
270000816101,XGV,YPV,8161,2,0
270000816201,YPV,XGV,8162,2,0
270000816301,XGV,YPV,8163,2,0
270000816401,YPV,XGV,8164,2,0
270000816506,LFV,FLV,8165,8
270000816607,FLV,LFV,8166,8
270000817135,TYV,QVV,8171,5,0
270000817204,QVV,TYV,8172,5,0
280000818704,CGV,DTV,8187,5
280000818804,DTV,CGV,8188,5
390000832305,GXN,XUN,8323,6
390000832402,XUN,GXN,8324,6
390000833105,HVN,MCN,8331,5
390000833206,MCN,HVN,8332,5
41000083510N,WNY,XAY,8351,2
41000083520C,XAY,WNY,8352,2
41000083530O,WNY,XAY,8353,2
41000083540A,XAY,WNY,8354,2
41000083550W,XAY,ZLY,8355,6,,单
41000083570S,ZLY,XAY,8356,6,,单
41000083590G,BJY,YLY,8359,3
43000083610N,HOY,LYY,8361,5
410000836306,LYY,HOY,8362,4
41000083750T,XAY,CWY,8375,7
4i000083760T,CWY,XAY,8376,7,,240111-0314
270000881731,LVV,TYV,8817,16,0
270000881811,TYV,LVV,8818,16,0
270000882112,XXV,HBV,8821,4,0
270000882212,HBV,XXV,8822,4,0
280000882307,DTV,NWV,8823,7,0
280000882414,NWV,DTV,8824,7,0
280000883304,NWV,KLV,8833,6,0
280000883412,KLV,NWV,8834,6,0
270000884504,LFV,YNV,8845,6
270000884904,LFV,HMV,8849,3
270000885004,HMV,LFV,8850,3
24000000Z50M,BXP,NNZ,Z5,11
71000000Z605,NNZ,BXP,Z6,10
1200000Z120F,SBT,GZQ,Z13,15,,240110-31
1200000Z120G,SBT,GZQ,Z13,15,,240201-0304|06-10|12-14
6300000Z1400,GZQ,SBT,Z14,16,,240110-0206
6300000Z1401,GZQ,SBT,Z14,16,,240207-0303|05-14
2400000Z150E,BJP,HBB,Z15,2
0100000Z1630,HBB,BJP,Z16,2
2400000Z1740,BJP,QHX,Z17,4,,240110-0313
0400000Z1800,QHX,BJP,Z18,5,,240110-0211
0400000Z1801,QHX,BJP,Z18,5,,240212-29
0400000Z1802,QHX,BJP,Z18,0,,240301-13
2400000Z210R,BXP,LSO,Z21,10
8800000Z2207,LSO,BXP,Z22,10
3900000Z2508,WCN,SNH,Z25,5,,240110-0210
3900000Z2509,WCN,SNH,Z25,5,,240211-0314
5500000Z2707,SNH,WCN,Z27,8,,240110-0211
5500000Z2740,SNH,WCN,Z27,8,,240212-0314
2400000Z2900,BJP,NUH,Z29,6,,!240302-05
5f00000Z3070,NUH,BJP,Z30,5
3900000Z3109,WCN,NGH,Z31,7,,240110-22
3900000Z310A,WCN,NGH,Z31,7,,240123-0210
3900000Z310B,WCN,NGH,Z31,7,,240211-0314
5e00000Z3205,NGH,WCN,Z33,8,,240110-0211
5e00000Z3220,NGH,WCN,Z33,8,,240212-0314
2400000Z350A,BXP,GZQ,Z35,5,,240110
5500000Z4004,SHH,WAR,Z40,23
9300000Z4209,WAR,SHH,Z42,23
3900000Z4506,WCN,HZH,Z45,5,,240110-0313
5600000Z4704,HZH,WCN,Z47,6
2400000Z510S,BJP,NUH,Z51,9
5f00000Z5212,NUH,BJP,Z52,9
2400000Z5312,BXP,KMM,Z53,17
8000000Z540E,KMM,BXP,Z54,14
2400000Z550T,BXP,LZJ,Z55,7
8500000Z5664,LZJ,BXP,Z56,6,,!240302|06|13
2400000Z6100,BXP,CCT,Z61,3
1100000Z6200,CCT,BXP,Z62,4
2400000Z6710,BJP,VAB,Z67,2,,240110-30
2400000Z670P,BJP,VAB,Z67,2,,240131-0301
2400000Z670O,BJP,VAB,Z67,0,,240302-13
0h00000Z6800,VAB,BJP,Z68,5,,240110-25
0h00000Z6801,VAB,BJP,Z68,5,,240130-0208|11-29
0h00000Z6802,VAB,BJP,Z68,0,,240301-13
2400000Z6915,BXP,WAR,Z69,21
9300000Z7005,WAR,BXP,Z70,20
2400000Z770O,BXP,GIW,Z77,11
7800000Z7805,GIW,BXP,Z78,11,,!240305
2400000Z830A,BJP,QHX,Z83,5
0400000Z8405,QHX,BJP,Z84,7,,!240209-10
5500000Z9903,SHH,GGQ,Z99,3
650000Z1000A,GGQ,SHH,Z100,3,,双
650000Z1000B,JQO,SHH,Z100,3,,单
110000Z1020C,CCT,XKS,Z102,19
5n0000Z1040A,XKS,CCT,Z104,13
470000Z1050D,JNK,WAR,Z105,24
930000Z1060A,WAR,JNK,Z106,23
6b0000Z1120L,VUQ,VAB,Z112,21,,!240301
0h0000Z1140I,VAB,VUQ,Z111,23
240000Z1170H,BJP,JLL,Z117,5
180000Z1180B,JLL,BJP,Z118,7
5n0000Z1260D,XKS,LZJ,Z126,16
850000Z12822,LZJ,XKS,Z128,15,,!240313
930000Z1360D,WAR,GZQ,Z136,29
630000Z1380F,GZQ,WAR,Z138,29
240000Z1490L,BXP,GIW,Z149,8
780000Z15007,GIW,BXP,Z150,11,,!240209-11
240000Z1510P,BXP,XNO,Z151,12
880000Z1520A,XNO,BXP,Z152,15
5f0000Z15750,UTH,VAB,Z156,12
0h0000Z15808,VAB,UTH,Z155,11
240000Z1590A,BJP,KZK,Z159,7
470000Z16006,KZK,BJP,Z160,8
240000Z1611W,BXP,KMM,Z161,14
800000Z1620I,KMM,BXP,Z162,16
550000Z16404,SHH,LSO,Z164,17
880000Z1660A,LSO,SHH,Z166,15
630000Z16801,GZQ,QHK,Z168,13
490000Z17009,QHK,GZQ,Z167,15
550000Z17201,SHH,VAB,Z172,14
0h0000Z1740F,VAB,SHH,Z174,18
560000Z17607,HZH,VAB,Z176,19
0h0000Z1780G,VAB,HZH,Z178,27
240000Z17932,BXP,WAR,Z179,18
650000Z1820J,BJQ,BTC,Z182,20
330000Z1840V,LHC,BJQ,Z184,21
650000Z1860E,BJQ,SBT,Z186,24,,!240313
120000Z1880H,SBT,BJQ,Z188,26,,!240302
630000Z19004,GZQ,ZZF,Z190,9,,240110
550000Z19606,SHH,TYV,Z196,8
270000Z19808,TYV,SHH,Z198,8
240000Z2030R,BJP,HBB,Z203,3
010000Z2040E,HBB,BJP,Z204,2
250000Z2060D,TJP,CSQ,Z207,8
620000Z20808,CSQ,TJP,Z208,9
620000Z20807,CSQ,TJP,Z205,8,,240110
240000Z21104,BJP,CCT,Z211,3
110000Z21202,CCT,BJP,Z212,2
770000Z22307,CXW,LSO,Z223,8,,240111|13|15|17|19|21|23|25|27-29|31|0202|04|06|08|10|12|14|16|18|20|22|24|26|28|0301|03|05-07|09-11|13
880000Z22405,LSO,CXW,Z224,9,,单
240000Z22510,FTP,HFH,Z225,5
530000Z22711,HFH,FTP,Z227,6
650000Z2300H,BJQ,XNO,Z230,17
880000Z23205,XNO,BJQ,Z232,18
630000Z23600,GZQ,VAB,Z236,18
0h0000Z2380I,VAB,GZQ,Z238,16,,!240310
620000Z24509,CSQ,SNH,Z245,7,,!240306
