LYT,43,3
AST,18,41
HCT,30,5
PVD,113,3,,1
SHD,318,6
QTP,20,13
CLP,35,7
UXP,27,9
FUP,38,2
AJP,81,14
BJP,39
YKT,,05:12,4229
DQT,30,18
HCT,24,3
AST,26,4
LYT,23,4
