470000500806,KZK,ZFK,5008,5
49000050180U,YAK,CXK,5019,20
47000050200T,CXK,YAK,5020,12
49000050260J,QHK,CXK,5026,18
47000050280I,CXK,QHK,5028,10
47000050360L,ZFK,YAK,5036,8
49000050380K,QDK,ZFK,5038,8
490000504609,YAK,HIK,5046,8
47000050480C,HIK,QDK,5045,16
71000055110A,NNZ,PXZ,5511,8
710000551209,PXZ,NNZ,5512,8
71000055170B,NNZ,PXZ,5517,5
71000055180C,PXZ,NNZ,5518,5
710000552610,NDZ,ZJZ,5523,13
710000553404,ZJZ,JJZ,5535,11
710000553604,JJZ,ZJZ,5533,12
71000055380V,ZJZ,NDZ,5539,13
71000055400U,NDZ,ZJZ,5537,14
770000560940,CUW,ETW,5609,17
770000561025,ETW,CUW,5610,16,,220408-0517
770000561026,ETW,CUW,5610,17,,220518-19
77000056110T,NJW,CQW,5611,28,0
77000056120W,CQW,NJW,5612,28,0
76000056190V,EMW,POW,5619,26,0
76000056200T,POW,EMW,5620,25,0
770000562910,CQW,ZYE,5629,23,0
780000563000,ZYE,CQW,5630,24,0
770000563101,RXW,CUW,5631,6
770000563200,CUW,RXW,5632,7
760000563340,POW,PNE,5633,27,0
7600005634I0,PNE,POW,5634,27,0
77000056350U,NJW,ZDW,5635,33
77000056360W,ZDW,NJW,5636,31
78000056390V,YZW,GIW,5639,16
78000056400R,GIW,YZW,5640,16
78000056450U,GIW,ZDW,5645,19
770000564716,ZDW,GIW,5646,20
80000056510B,HEM,KMM,5651,15,,220408-0512
80000056510C,HEM,KMM,5651,16,,220513-19
800000565204,KMM,HEM,5652,15
93000058010J,WAR,BER,5801,5
95000058020K,BER,WAR,5802,5,,220519
94000058090C,KSR,VTR,5809,9
94000058100C,VTR,KSR,5810,9
39000060250A,MCN,JJG,6025,6,0
57000060260D,JJG,MCN,6026,7,0
260000604310,HDP,CBF,6043,24,0
38000060440B,CBF,HDP,6044,23,0
270000604527,LFV,HCY,6045,7
41000060460A,HCY,LFV,6046,7
28000060551P,DTV,BTC,6055,26
33000060560T,BTC,DTV,6056,25
41000060630W,BJY,GYW,6063,13,0
760000606405,GYW,BJY,6064,13,0
43000060650Y,AKY,RXW,6065,11,0
77000060660C,RXW,AKY,6066,8,0
760000606701,GYW,LZJ,6067,8
850000606801,LZJ,GYW,6068,9
41000060720I,BJY,PIJ,6072,6,0
870000607404,PIJ,BJY,6071,9,0
78000060810P,UMW,WSM,6081,24,,220408-0501
78000060810Q,UMW,WSM,6081,20,,220502-19
800000608322,WSM,UMW,6082,23,,220408-30
800000608323,WSM,UMW,6082,20,,220501-19
040000620100,QHX,BAB,6201,12
010000620201,BAB,QHX,6202,12
010000620390,VBB,LZA,6203,27
010000620400,LZA,VBB,6204,26
010000620750,VBB,JMB,6207,38
020000620801,JMB,VBB,6208,37
010000621210,SHB,VBB,6212,6
02000062150K,HNB,HMB,6215,6
02000062160H,HMB,HNB,6216,9
020000621707,HNB,HMB,6217,6
020000621807,HMB,HNB,6218,7
03000062231H,MDB,DFB,6223,24
030000622429,DFB,MDB,6224,22
01000062310D,WCB,VBB,6231,9
010000623204,VBB,WCB,6232,9
05000062380M,HRX,TVX,6238,11,,220408-30
05000062380N,HRX,TVX,6238,11,,220501-19
05000062400N,TVX,HRX,6237,9,,220408-30
05000062400O,TVX,HRX,6237,9,,220501-19
040000624523,QHX,GRX,6245,55
040000624624,GRX,QHX,6246,43
03000062510P,MDB,JXB,6251,13
03000062520M,JXB,MDB,6252,16
01000062530S,VBB,SHB,6253,9
01000062540Y,SHB,VBB,6254,7
040000625940,QHX,SFX,6260,4
02000062720S,JMB,WPB,6273,16
02000062740X,WPB,JMB,6274,21
040000627910,SFX,QHX,6279,3
04000062800M,QHX,SFX,6280,4
01000062810C,WCB,XFB,6281,9,,220408-28
01000062810D,WCB,XFB,6281,9,,220429-0519
010000628206,HBB,WCB,6282,8,,220408-28
010000628207,HBB,WCB,6282,8,,220429-0519
010000628307,WCB,XFB,6283,9,,220408-28
010000628308,WCB,XFB,6283,9,,220429-0519
010000628407,XFB,WCB,6284,9,,220408-28
010000628408,XFB,WCB,6284,9,,220429-0519
03000062860I,MDB,CDB,6286,5,0
03000062880F,CDB,MDB,6285,5,0
040000629100,DXX,FRX,6291,5
040000629200,QHX,DXX,6292,6
040000629310,SFX,FRX,6293,3
040000629430,FRX,TCX,6294,3
040000629510,TCX,QHX,6296,4
110000633507,GLT,CCT,6335,5
110000633607,CCT,GLT,6336,5
120000638900,HAT,BXT,6389,2
120000639000,BXT,HAT,6390,2
120000639710,HAT,BXT,6397,2
120000639810,BXT,HAT,6398,2
24000064190X,TAP,CDP,6419,23,0
24000064200U,CDP,TAP,6420,23,0
26000064230J,HDP,UTP,6423,22,0
26000064240E,UTP,HDP,6424,22,0
24000064330P,EXP,CDP,6433,13,0
24000064340N,CDP,EXP,6434,13,0
24000064350G,CDP,PQP,6435,11,0
24000064360H,PQP,CDP,6436,11,0
24000064370L,BXP,DFP,6437,30,0
24000064380F,DFP,BXP,6438,30,0
24000064550F,CDP,PQP,6455,11,0
24000064560E,PQP,CDP,6456,11,0
33000068510F,BDC,WXC,6851,19,0
33000068520G,WXC,BDC,6852,19,0
33000068530B,BDC,BEC,6853,15,0
33000068540C,BEC,BDC,6854,15,0
33000068560G,HHC,RLC,6856,28
33000068580J,RLC,HHC,6855,28
330000685905,BDC,EEC,6859,5,0,220408-26
330000685906,BDC,EEC,6859,5,,220427-0519
3d0000686001,EEC,BDC,6860,5,0,220408-26
3d0000686002,EEC,BDC,6860,5,,220427-0519
02000069670O,YCB,WPB,6967,7
02000069680O,WPB,YCB,6968,7
410000700124,XAY,HCY,7001,11
410000700313,HCY,XAY,7002,11
4a000070051B,ALY,XAY,7005,13,0
410000700611,XAY,ALY,7006,14,0,220408-09
410000700612,XAY,ALY,7006,14,0,220410-30
410000700614,XAY,ALY,7006,14,0,220501-09
410000700613,XAY,ALY,7006,14,0,220510-19
41000070070N,ONY,XAY,7007,7
41000070080T,XAY,ONY,7008,7
490000705305,ZBK,TAK,7053,17,0
470000705406,TAK,ZBK,7054,17,0
640000726508,DIQ,HHQ,7265,4,0
64000072660B,HHQ,LEQ,7266,7,0
64000072670B,LEQ,DIQ,7267,4,0
640000726905,HHQ,TBQ,7269,5,0
640000727004,TBQ,HHQ,7270,5,0
640000727109,MKQ,HHQ,7271,6,0
640000727207,HHQ,MKQ,7272,6,0
6a000072730F,AEQ,HHQ,7273,10,0,220408-30
64000072740D,XLQ,AEQ,7274,11,0,220408-30
640000727504,HHQ,XLQ,7275,2,0,220408-30
800000745229,KMM,HEM,7452,34
80000074541G,HEM,KMM,7451,28,,220408-0515
80000074541H,HEM,KMM,7451,33,,220515-19
800000746506,AMM,KMM,7465,13,,220408-0514
800000746507,AMM,KMM,7465,13,,220515-19
800000746607,KMM,AMM,7466,13,,220408-0514
800000746608,KMM,AMM,7466,13,,220515-19
850000750111,LXJ,LZJ,7501,9
850000750211,LZJ,LXJ,7502,8
890000750300,ZIJ,LXJ,7503,13,0
850000750420,LXJ,ZIJ,7504,13,0
850000750511,LZJ,WWJ,7505,14,0
860000750610,WWJ,LZJ,7506,14,0
860000750710,WWJ,JGJ,7507,14,0
860000750810,JGJ,WWJ,7508,14,0
870000750910,GNJ,LZJ,7509,14,0
850000751010,LZJ,GNJ,7510,13,0
870000751121,YIJ,CQJ,7511,32
8i0000751301,CQJ,YIJ,7512,31
850000751500,BXJ,CZJ,7515,7,0
850000751600,CZJ,BXJ,7516,7,0
870000751901,ZWJ,WUJ,7519,10,0
860000752000,WUJ,ZWJ,7520,10,0
860000752111,LWJ,JVJ,7521,4,,220408-22|25|27|29|0502|04|06|09|11|13|16|18
860000752211,JVJ,LWJ,7522,4,,220408-22|25|27|29|0502|04|06|09|11|13|16|18
870000752401,YIJ,RQJ,7524,9,0
870000752601,RQJ,YIJ,7523,9,0
860000752901,JGJ,JVJ,7529,3
860000753001,JVJ,JGJ,7530,3
870000753101,YIJ,ZWJ,7531,12,0
870000753201,ZWJ,YIJ,7532,12,0
860000753500,JGJ,DHJ,7535,6,0
8b0000753700,DHJ,JGJ,7536,8,0
93000075560I,WAR,VTR,7556,21
94000075580C,VTR,WAR,7558,20
850000756115,LZJ,LQJ,7561,4,,220408-0512
8e0000756222,LQJ,LZJ,7562,5,,220408-0512
850000756311,LZJ,LQJ,7563,5,,220408-0512
8e0000756405,LQJ,LZJ,7564,5,,220408-0512
860000756600,DPJ,JGJ,7567,5
860000756800,JGJ,DPJ,7568,5
88000075810N,XNO,GRO,7581,13
88000075820F,GRO,XNO,7582,13,,220408
88000075820G,GRO,XNO,7582,13,,220409-0519
88000075830H,XNO,MHO,7583,8,,w7
880000758405,MHO,XNO,7584,9,,w1
270000816101,XGV,YPV,8161,2,0
270000816201,YPV,XGV,8162,2,0
270000816301,XGV,YPV,8163,2,0
270000816401,YPV,XGV,8164,2,0
270000816506,LFV,FLV,8165,8
270000816607,FLV,LFV,8166,8
270000817133,TYV,QVV,8171,5,0
270000817203,QVV,TYV,8172,5,0
280000818703,CGV,DTV,8187,4
280000818803,DTV,CGV,8188,4
390000832304,GXN,XUN,8323,6,0
390000832401,XUN,GXN,8324,6,0
390000833103,HVN,MCN,8331,5,0
390000833204,MCN,HVN,8332,5,0
41000083510K,WNY,XAY,8351,2
41000083520A,XAY,WNY,8352,2
41000083530J,WNY,XAY,8353,2
410000835409,XAY,WNY,8354,2
41000083550O,XAY,ZLY,8355,6,,220511-19
41000083570K,ZLY,XAY,8356,6,,220412|0511-19
41000083590B,BJY,YLY,8359,3,0
430000836100,HOY,LYY,8361,4,0
410000836300,LYY,HOY,8362,4,0
41000083750P,XAY,CWY,8375,7
4i000083760Q,CWY,XAY,8376,7
270000881502,JXV,YYV,8815,5
270000881603,YYV,JXV,8816,5
270000881707,LVV,TYV,8817,16,0
270000881806,TYV,LVV,8818,16,0
270000882102,XXV,HBV,8821,3,0
270000882202,HBV,XXV,8822,3,0
280000882305,DTV,NWV,8823,7,0
280000882414,NWV,DTV,8824,7,0
280000883303,NWV,KLV,8833,6,0
280000883412,KLV,NWV,8834,6,0
270000884504,LFV,YNV,8845,6
270000884904,LFV,HMV,8849,3
270000885004,HMV,LFV,8850,3
24000000Z10I,BXP,CSQ,Z1,6
62000000Z203,CSQ,BXP,Z2,6
24000000Z30P,BXP,CUW,Z3,7
77000000Z400,CUW,BXP,Z4,8
24000000Z50I,BXP,NNZ,Z5,11
71000000Z604,NNZ,BXP,Z6,10
1200000Z120B,SBT,GGQ,Z13,15
2400000Z1510,BJP,HBB,Z15,2
0100000Z1630,HBB,BJP,Z16,2
2400000Z170E,BJP,VAB,Z17,2
0h00000Z1802,VAB,BJP,Z18,2
2400000Z190J,BXP,XAY,Z19,2
4100000Z200M,XAY,BXP,Z20,2
2400000Z210N,BXP,LSO,Z21,10,,!220518
8800000Z2205,LSO,BXP,Z22,10
6500000Z240A,SZQ,WCN,Z24,3
5500000Z2704,SNH,WCN,Z27,6
2400000Z290G,BJP,YLH,Z29,3
5f00000Z3000,YLH,BJP,Z30,3
5e00000Z3204,NGH,WCN,Z33,8
2400000Z3507,BXP,GZQ,Z35,5
6300000Z3601,GZQ,BXP,Z36,5
2400000Z370C,BXP,WCN,Z37,3,,220429-0519
5500000Z4000,SHH,WAR,Z40,19
9300000Z4206,WAR,SHH,Z42,19,,!220421-0510
2400000Z4309,BXP,XAY,Z43,4
4100000Z440D,XAY,BXP,Z44,4
5600000Z4702,HZH,WCN,Z47,5
2400000Z490M,BXP,CDW,Z49,9
7600000Z5003,CDW,BXP,Z50,11
2400000Z510M,BJP,NUH,Z51,9
5f00000Z5212,NUH,BJP,Z52,9
2400000Z530Y,BXP,KMM,Z53,16
8000000Z540C,KMM,BXP,Z54,13
2400000Z550Q,BXP,LZJ,Z55,6,,220408-0513
8500000Z5663,LZJ,BXP,Z56,5,,!220421-25
2400000Z590S,BJP,FZS,Z59,4,,双
2400000Z610I,BJP,CCT,Z61,2
1100000Z6208,CCT,BJP,Z62,2
2400000Z6912,BXP,WAR,Z69,20
9300000Z7003,WAR,BXP,Z70,20
2400000Z770M,BXP,GIW,Z77,11
7800000Z7804,GIW,BXP,Z78,10
2400000Z790G,BJP,DLT,Z79,5
1300000Z8101,DLT,BJP,Z81,5
2400000Z8307,BJP,QHX,Z83,6,,220428-0519
0400000Z8403,QHX,BJP,Z84,5
5600000Z8614,HZH,XAY,Z86,7
4100000Z880F,XAY,HZH,Z88,6
2600000Z890D,SJP,GZQ,Z89,9,,220408-0516
6300000Z9001,GZQ,SJP,Z90,10
5500000Z9231,SHH,XAY,Z92,6
4100000Z940J,XAY,SHH,Z94,6
2400000Z950H,BXP,CXW,Z95,10
7700000Z9603,CXW,BXP,Z96,14
2400000Z970B,BXP,GGQ,Z97,5
2400000P9705,BXP,JQO,P97,2,,单
6500000Z980A,JQO,BXP,Z98,6,,双
6500000P9805,JQO,BXP,P98,2,,双
6500000Z9809,GGQ,BXP,Z98,5,,单
5500000Z9931,SHH,JQO,Z99,4,,双
5500000Z9940,SHH,GGQ,Z99,3,,单
650000Z10008,GGQ,SHH,Z100,3,,双
650000Z10009,JQO,SHH,Z100,4,,单
110000Z1020B,CCT,XKS,Z102,18
470000Z1050B,JNK,WAR,Z105,23
930000Z10605,WAR,JNK,Z106,16
6b0000Z1120E,VUQ,VAB,Z112,24
0h0000Z11408,VAB,VUQ,Z114,26
240000Z1170E,BJP,JLL,Z117,5
180000Z1180A,JLL,BJP,Z118,7
630000Z1220G,GZQ,CDW,Z122,11
760000Z1240A,CDW,GZQ,Z124,9
5n0000Z12607,XKS,LZJ,Z126,15,,220415-0519
850000Z12821,LZJ,XKS,Z128,15
240000Z12903,BXP,LZJ,Z129,7
850000Z13000,LZJ,BXP,Z130,9
930000Z13604,WAR,GZQ,Z136,23
630000Z1380D,GZQ,WAR,Z138,26
380000Z14609,ZZF,BJQ,Z146,8
650000Z14806,BJQ,ZZF,Z148,9
240000Z1490H,BXP,GIW,Z149,9
780000Z15006,GIW,BXP,Z150,10
240000Z1510L,BXP,XNO,Z151,12
880000Z15206,XNO,BXP,Z152,14
5f0000Z15732,UTH,VAB,Z156,10
0h0000Z15803,VAB,UTH,Z155,12
240000Z15910,BJP,KZK,Z159,9
240000Z1611R,BXP,KMM,Z161,16
800000Z1620F,KMM,BXP,Z162,15
550000Z16450,SHH,LSO,Z164,16
880000Z16607,LSO,SHH,Z166,15
650000Z1680B,GGQ,QHK,Z168,24
490000Z17004,QHK,GGQ,Z167,23,,b010&220409-0509|18
550000Z17252,SHH,VAB,Z172,16
0h0000Z1740A,VAB,SHH,Z174,16
560000Z17623,HZH,VAB,Z176,21
0h0000Z1780C,VAB,HZH,Z178,26
240000Z1790V,BXP,WAR,Z179,19,,!220423-30
930000Z1800B,WAR,BXP,Z180,19,,!220421-28
650000Z1820G,BJQ,BTC,Z182,19
330000Z1840R,LHC,BJQ,Z184,24
650000Z18610,BJQ,SBT,Z186,23
120000Z18810,SBT,BJQ,Z188,24
380000Z18907,ZZF,GZQ,Z189,9
630000Z19003,GZQ,ZZF,Z190,9
270000Z19208,TYV,SBT,Z192,10
120000Z1940A,SBT,TYV,Z194,11
550000Z19605,SHH,TYV,Z196,6
270000Z19807,TYV,SHH,Z198,7
240000Z2010U,BXP,SEQ,Z201,13
6b0000Z20207,SEQ,BXP,Z202,15
240000Z2030M,BJP,HBB,Z203,4
010000Z2040C,HBB,BJP,Z204,2
250000Z20608,TJP,CSQ,Z207,8
620000Z20805,CSQ,TJP,Z208,7
240000Z21102,BJP,CCT,Z211,3
110000Z21200,CCT,BJP,Z212,3
550000Z21605,SHH,LZJ,Z216,14
850000Z21841,LZJ,SHH,Z218,16,,220408-18|26-0512
770000Z22304,CXW,LSO,Z223,9,,单
880000Z22403,LSO,CXW,Z224,9,,单
240000Z2250A,BJP,HFH,Z225,5
530000Z22703,HFH,BJP,Z227,6
620000Z23001,CSQ,WAR,Z230,16,,220408-30
650000Z23609,GGQ,VAB,Z236,19
0h0000Z23809,VAB,GGQ,Z238,16
620000Z24506,CSQ,SNH,Z245,6
550000Z24701,SNH,CSQ,Z247,7
550000Z25203,SHH,XAY,Z252,14
410000Z2540E,XAY,SHH,Z254,11
550000Z25722,SNH,CUW,Z257,9
770000Z25807,CUW,SNH,Z255,10
630000Z2640G,GZQ,LSO,Z264,13
880000Z2660G,LSO,GZQ,Z266,13,,!220427-29
330000Z2670N,HHC,SHH,Z270,24
550000Z26820,SHH,HHC,Z268,29
490000Z27207,QDK,XNO,Z273,21,,220409-10|12-13|15|17-0508|11|14|17
880000Z27409,XNO,QDK,Z274,17,,!220417-0505
870000Z27513,YIJ,BXP,Z275,8
240000Z2770B,BXP,YIJ,Z277,7
560000Z28202,HZH,BTC,Z282,23
330000Z2840P,BTC,HZH,Z281,19
240000Z2850J,BXP,NNZ,Z285,10
710000Z28604,NNZ,BXP,Z286,11
800000Z2880B,KMM,NGH,Z288,14
5e0000Z29006,NGH,KMM,Z290,16
930000Z29410,WAR,WCN,Z294,22,,!220421-28
550000Z30420,SHH,WAR,Z304,22
930000Z30601,WAR,SHH,Z306,24,,!220421-0510
330000Z3110D,HHC,XNO,Z311,16
880000Z31203,XNO,HHC,Z312,16
760000Z32206,CDW,LSO,Z322,8,,双
880000Z32404,LSO,CDW,Z324,8,,双
650000Z33203,BJQ,ICW,Z332,16
760000Z33403,ICW,BJQ,Z334,16
710000Z33609,NNZ,BTC,Z336,20
330000Z3380O,BTC,NNZ,Z335,17
330000Z35206,BTC,QHK,Z352,14
930000Z35800,WAR,JNK,Z358,21,,!220421-28
540000Z36602,NJH,VAB,Z366,14
0h0000Z36803,VAB,NJH,Z368,16
550000Z37641,SHH,XNO,Z376,17
880000Z37803,XNO,SHH,Z378,17
110000Z38420,CCT,VUQ,Z384,22
6b0000Z38609,VUQ,CCT,Z386,25
760000Z39001,CDW,FZS,Z390,13
580000Z39207,FZS,CDW,Z392,12
240000Z6010E,BJP,HIK,Z601,6
410000Z91704,XAY,LSO,Z917,9,,双
880000Z91807,LSO,XAY,Z918,15,,单
85000Z620110,LZJ,WUJ,Z6201,6,,220408-20|26-0512
86000Z620210,WUJ,LZJ,Z6202,6,,220408-20|26-0512
85000Z620502,LZJ,JGJ,Z6205,8
86000Z620602,JGJ,LZJ,Z6206,9
85000Z620713,LZJ,ZYJ,Z6207,10
86000Z620812,ZYJ,LZJ,Z6208,11
33000Z654109,BTC,LHC,Z6541,3
3d000Z654620,EEC,NDC,Z6546,2,,220408
88000Z68010A,XNO,LSO,Z6801,4,,双
88000Z68010D,XNO,LSO,Z6801,4,,单&220409-29
88000Z680208,LSO,XNO,Z6802,7,,双
88000Z68020C,LSO,XNO,Z6802,7,,单&220409-27
88000Z68110L,XNO,LSO,Z6811,4,,220408-28
88000Z68120K,LSO,XNO,Z6812,5,,220408-29
62000Z801104,CSQ,JXA,Z8011,4
64000Z801301,XFA,CSQ,Z8013,9
62000Z801502,CSQ,VFQ,Z8015,5
6a000Z801703,VGQ,CSQ,Z8016,3
62000Z801910,CSQ,VGQ,Z8019,3
62000Z802102,VFQ,CSQ,Z8021,7
62000Z802310,CSQ,LBA,Z8023,8
62000Z802500,VFQ,CSQ,Z8024,7
62000Z802703,CSQ,VFQ,Z8027,7
64000Z802900,LBA,CSQ,Z8028,9
62000Z803110,CSQ,JXA,Z8031,5
64000Z803300,JXA,CSQ,Z8032,5
62000Z803505,CSQ,VFQ,Z8035,7
64000Z803700,JXA,CSQ,Z8036,7
62000Z803904,CSQ,VGQ,Z8039,4
62000Z804103,VFQ,CSQ,Z8040,7
62000Z804303,CSQ,LBA,Z8043,10
6a000Z804503,VGQ,CSQ,Z8044,3
62000Z804700,CSQ,VFQ,Z8047,6
64000Z804900,LBA,CSQ,Z8048,9
62000Z805100,CSQ,VFQ,Z8051,6
6a000Z805300,VGQ,CSQ,Z8052,4
62000Z805500,CSQ,VGQ,Z8055,5
62000Z805700,VFQ,CSQ,Z8056,6
62000Z805900,CSQ,VGQ,Z8059,4
6a000Z806100,VGQ,CSQ,Z8060,5
6a000Z831100,VGQ,CSQ,Z8311,4
62000Z831200,CSQ,XFA,Z8312,9
62000Z831300,VFQ,CSQ,Z8313,5
62000Z831401,CSQ,VFQ,Z8314,7
6a000Z831500,VGQ,CSQ,Z8315,3
62000Z831601,CSQ,JXA,Z8316,5
62000Z831700,VFQ,CSQ,Z8317,5
62000Z831800,CSQ,VGQ,Z8318,3
6a000Z831900,VGQ,CSQ,Z8319,3
62000Z832000,CSQ,VGQ,Z8320,3
88000Z88010H,LSO,RKO,Z8801,4
88000Z88020I,RKO,LSO,Z8802,4
88000Z890102,LSO,LZO,Z8901,9
88000Z890201,LZO,LSO,Z8902,9,,220408
88000Z890202,LZO,LSO,Z8902,9,,220409-0519
41000Z92210O,XAY,BJY,Z9221,8,,220429-0505
41000Z92220O,BJY,XAY,Z9222,7,,220429-0505
62000Z938100,CSQ,VGQ,Z9381,5,,220429-0501
6a000Z938300,VGQ,CSQ,Z9382,5,,220429-0501
62000Z938500,CSQ,VGQ,Z9385,3,,220429-0501
6a000Z938700,VGQ,CSQ,Z9386,4,,220429-0501
88000Z98010F,LSO,RKO,Z9801,4,,220408-09
88000Z98020I,RKO,LSO,Z9802,4,,220408-10
88000Z980808,LSO,XNO,Z9808,5,,220413-15
24000000T71F,BXP,CDW,T7,17
76000000T809,CDW,BXP,T8,18
24000000T929,BXP,CXW,T9,16
7700000T1009,CXW,BXP,T10,13
2400000T171C,BJP,MDB,T17,17
0300000T1807,MDB,BJP,T18,5
5500000T2505,SNH,NNZ,T25,24
7100000T260G,NNZ,SNH,T26,19
2400000T3504,BJP,HFH,T35,6
5300000T3610,HFH,BJP,T36,6
2400000T390S,BJP,QHX,T39,11,,220428-0519
0400000T400G,QHX,BJP,T40,13
2400000T4111,BXP,XAY,T41,11
4100000T420Q,XAY,BXP,T42,8
2400000T472T,BJP,QHX,T47,6
0400000T480F,QHX,BJP,T48,8
2400000T490R,BXP,HAN,T49,14,,220428-0519
4100000T560O,BJY,TJP,T56,14
2500000T580H,TJP,BJY,T55,15
5500000T7701,SNH,NNZ,T77,14
7100000T780G,NNZ,SNH,T78,17
5500000T8100,SNH,NNZ,T81,24
7100000T820J,NNZ,SNH,T82,23
6500000T9610,BJQ,WCN,T96,8
550000T10100,SNH,SZQ,T101,16
650000T1020I,SZQ,SNH,T102,15
240000T10915,BJP,SHH,T109,10,,220408-0517
